gene	tpm1	tpm2	status_any	n_isoforms	diffisouse	status_overall	logFC_overall	dtu	dte	dge	logFC_overall_cat	avetpm	avetpm_cat
ENSG00000179862	1.82302	1.82302	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.82302	[   0.362,   2.628)
ENSG00000179902	0.2879915	0.5415	1	6	1	1	0.910935106335508	0	1	0	[ 0.56, 1.54)	0.41474575	[   0.362,   2.628)
ENSG00000179914	553.241172	553.241172	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	553.241172	[  17.148,3265.406]
ENSG00000179930	0.00773443	0.00773443	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.00773443	[   0.000,   0.362)
ENSG00000180098	13.71314	13.71314	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	13.71314	[   2.628,  17.148)
ENSG00000180198	21.8123413	21.8123413	0	12	0	0	0	0	0	0	[ 0.00, 0.56)	21.8123413	[  17.148,3265.406]
ENSG00000180287	0.25124992	0.25124992	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	0.25124992	[   0.000,   0.362)
ENSG00000180409	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000180433	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000180437	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000180488	8.284322	10.56846	1	4	1	1	0.351309632129819	0	1	0	[ 0.00, 0.56)	9.426391	[   2.628,  17.148)
ENSG00000180667	3.802785	3.802785	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	3.802785	[   2.628,  17.148)
ENSG00000180708	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000180758	3.78257	3.78257	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	3.78257	[   2.628,  17.148)
ENSG00000180867	1.72126	1.72126	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	1.72126	[   0.362,   2.628)
ENSG00000180869	0.277502	0.277502	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.277502	[   0.000,   0.362)
ENSG00000180875	41.9465	41.9465	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	41.9465	[  17.148,3265.406]
ENSG00000180999	0.108651	0.108651	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	0.108651	[   0.000,   0.362)
ENSG00000181036	1.5639608	1.5639608	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	1.5639608	[   0.362,   2.628)
ENSG00000181039	0.408833	1.47928	1	1	0	1	1.85531159653268	0	0	1	[ 1.54, 2.62)	0.9440565	[   0.362,   2.628)
ENSG00000181101	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000181201	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000181218	3.87658	3.87658	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	3.87658	[   2.628,  17.148)
ENSG00000181227	0.363057	0.363057	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	0.363057	[   0.362,   2.628)
ENSG00000181450	5.284114	16.313624	1	6	1	1	1.62634380914735	0	1	0	[ 1.54, 2.62)	10.798869	[   2.628,  17.148)
ENSG00000181656	0.583178	0.583178	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.583178	[   0.362,   2.628)
ENSG00000181754	2.4744832	82.9117532	1	2	1	1	5.06637747375966	0	1	0	[ 2.62,13.22]	42.6931182	[  17.148,3265.406]
ENSG00000181773	0.660405	0.288835	1	1	0	1	1.19310546961595	0	0	1	[ 0.56, 1.54)	0.47462	[   0.362,   2.628)
ENSG00000181817	28.80259	7.240294	1	3	0	1	1.99207836239128	0	0	1	[ 1.54, 2.62)	18.021442	[  17.148,3265.406]
ENSG00000181873	4.097906	4.097906	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	4.097906	[   2.628,  17.148)
ENSG00000182004	101.03168	12.1883	1	6	0	1	3.05123892175637	0	0	1	[ 2.62,13.22]	56.60999	[  17.148,3265.406]
ENSG00000182109	2.8138	2.8138	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	2.8138	[   2.628,  17.148)
ENSG00000182118	4.832112	0.988081	1	3	1	1	2.28995267452243	0	1	0	[ 1.54, 2.62)	2.9100965	[   2.628,  17.148)
ENSG00000182134	6.024132763948	6.024132763948	0	15	0	0	0	0	0	0	[ 0.00, 0.56)	6.024132763948	[   2.628,  17.148)
ENSG00000182183	1.472424	1.472424	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	1.472424	[   0.362,   2.628)
ENSG00000182217	3.47996378953	3.47996378953	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	3.47996378953	[   2.628,  17.148)
ENSG00000182330	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000182749	3.85652	3.85652	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	3.85652	[   2.628,  17.148)
ENSG00000182783	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000182795	6.77004	4.323936	1	2	1	1	0.646819188396182	0	1	0	[ 0.56, 1.54)	5.546988	[   2.628,  17.148)
ENSG00000182827	28.025921	28.025921	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	28.025921	[  17.148,3265.406]
ENSG00000182866	10.608687	10.608687	0	13	0	0	0	0	0	0	[ 0.00, 0.56)	10.608687	[   2.628,  17.148)
ENSG00000182873	1.40978	1.40978	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	1.40978	[   0.362,   2.628)
ENSG00000182898	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000182901	0.1630992	0.1630992	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	0.1630992	[   0.000,   0.362)
ENSG00000183114	0.322654	0.322654	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.322654	[   0.000,   0.362)
ENSG00000183130	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000183155	6.93029	6.93029	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	6.93029	[   2.628,  17.148)
ENSG00000183291	188.1101	188.1101	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	188.1101	[  17.148,3265.406]
ENSG00000183298	0.281047	1.4672236	1	2	0	1	2.38420542944996	0	0	1	[ 1.54, 2.62)	0.8741353	[   0.362,   2.628)
ENSG00000183310	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000183317	5.0784234	5.0940167	1	12	1	1	0.00442300843856981	0	1	0	[ 0.00, 0.56)	5.08622005	[   2.628,  17.148)
ENSG00000183347	0.1918328	0.1918328	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.1918328	[   0.000,   0.362)
ENSG00000183386	8.464557	8.464557	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	8.464557	[   2.628,  17.148)
ENSG00000183431	62.372571	62.372571	1	9	1	0	0	1	0	0	[ 0.00, 0.56)	62.372571	[  17.148,3265.406]
ENSG00000183508	28.7244	28.7244	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	28.7244	[  17.148,3265.406]
ENSG00000183520	29.562115	29.960245	1	5	1	1	0.0192999317451377	0	1	0	[ 0.00, 0.56)	29.76118	[  17.148,3265.406]
ENSG00000183558	1.2118	1.2118	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.2118	[   0.362,   2.628)
ENSG00000183586	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000183598	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000183615	3.87333	3.87333	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	3.87333	[   2.628,  17.148)
ENSG00000183682	1.20925	1.20925	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.20925	[   0.362,   2.628)
ENSG00000183726	96.1290592	96.1290592	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	96.1290592	[  17.148,3265.406]
ENSG00000183780	0.269265	0.269265	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	0.269265	[   0.000,   0.362)
ENSG00000183814	2.686457	2.686457	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	2.686457	[   2.628,  17.148)
ENSG00000183831	0.863613	0.863613	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.863613	[   0.362,   2.628)
ENSG00000183853	15.840584	15.840584	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	15.840584	[   2.628,  17.148)
ENSG00000183856	1.5642966	8.9102366	1	4	1	1	2.50994965898995	0	1	0	[ 1.54, 2.62)	5.2372666	[   2.628,  17.148)
ENSG00000183888	0.203972	0.203972	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.203972	[   0.000,   0.362)
ENSG00000183929	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000183941	5.64317	16.87640538262	1	3	0	1	1.58042993118157	0	0	1	[ 1.54, 2.62)	11.25978769131	[   2.628,  17.148)
ENSG00000184005	1.581402	1.581402	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	1.581402	[   0.362,   2.628)
ENSG00000184007	154.205443908	154.205443908	1	20	1	0	0	1	0	0	[ 0.00, 0.56)	154.205443908	[  17.148,3265.406]
ENSG00000184022	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000184144	1.587464	0.204138	1	7	0	1	2.9591072071563	0	0	1	[ 2.62,13.22]	0.895801	[   0.362,   2.628)
ENSG00000184148	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000184155	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000184163	8.975195	8.975195	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	8.975195	[   2.628,  17.148)
ENSG00000184260	0.199858	0.199858	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.199858	[   0.000,   0.362)
ENSG00000184270	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000184292	1.55043	1.55043	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	1.55043	[   0.362,   2.628)
ENSG00000184313	1.09945868359273	1.09945868359273	0	18	0	0	0	0	0	0	[ 0.00, 0.56)	1.09945868359273	[   0.362,   2.628)
ENSG00000184330	0	0	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000184371	34.987454	34.987454	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	34.987454	[  17.148,3265.406]
ENSG00000184389	0.0317101	0.0317101	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0317101	[   0.000,   0.362)
ENSG00000184454	0.6007534	0.6007534	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.6007534	[   0.362,   2.628)
ENSG00000184588	12.8182442	12.8182442	0	19	0	0	0	0	0	0	[ 0.00, 0.56)	12.8182442	[   2.628,  17.148)
ENSG00000184599	0.11904	0.11904	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.11904	[   0.000,   0.362)
ENSG00000184677	5.410003	5.410003	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	5.410003	[   2.628,  17.148)
ENSG00000184678	2.363	0.157258	1	1	0	1	3.9094143127114	0	0	1	[ 2.62,13.22]	1.260129	[   0.362,   2.628)
ENSG00000184774	0.0483135	0.0483135	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0483135	[   0.000,   0.362)
ENSG00000184908	0.0442365	0.0442365	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.0442365	[   0.000,   0.362)
ENSG00000184909	0.421721	2.4054	1	1	0	1	2.51191605442651	0	0	1	[ 1.54, 2.62)	1.4135605	[   0.362,   2.628)
ENSG00000185031	0.0406098	0.0406098	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.0406098	[   0.000,   0.362)
ENSG00000185044	2.4198888	2.4198888	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	2.4198888	[   0.362,   2.628)
ENSG00000185090	4.064621	4.064621	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	4.064621	[   2.628,  17.148)
ENSG00000185097	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000185104	16.0798875	28.3242002149447	1	6	0	1	0.81677790651596	0	0	1	[ 0.56, 1.54)	22.2020438574723	[  17.148,3265.406]
ENSG00000185155	1.253317	1.253317	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	1.253317	[   0.362,   2.628)
ENSG00000185220	5.18354	5.18354	1	4	1	0	0	1	0	0	[ 0.00, 0.56)	5.18354	[   2.628,  17.148)
ENSG00000185221	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000185278	1.875567	1.617959	1	6	1	1	0.213151751118647	0	1	0	[ 0.00, 0.56)	1.746763	[   0.362,   2.628)
ENSG00000185420	7.34684479	7.34684479	0	19	0	0	0	0	0	0	[ 0.00, 0.56)	7.34684479	[   2.628,  17.148)
ENSG00000185436	4.64541	4.64541	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	4.64541	[   2.628,  17.148)
ENSG00000185483	5.220429	5.220429	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	5.220429	[   2.628,  17.148)
ENSG00000185495	3.032053	3.032053	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	3.032053	[   2.628,  17.148)
ENSG00000185499	99.7172965	99.7172965	1	22	1	0	0	1	0	0	[ 0.00, 0.56)	99.7172965	[  17.148,3265.406]
ENSG00000185519	0.0349752	0.0349752	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0349752	[   0.000,   0.362)
ENSG00000185523	0.150244	0.150244	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.150244	[   0.000,   0.362)
ENSG00000185630	27.26820958577	3.2091	1	21	0	1	3.08697932506663	0	0	1	[ 2.62,13.22]	15.238654792885	[   2.628,  17.148)
ENSG00000185668	0.194771	0.194771	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.194771	[   0.000,   0.362)
ENSG00000185839	0.4740569	0.4740569	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	0.4740569	[   0.362,   2.628)
ENSG00000185842	3.27712234	3.27712234	0	19	0	0	0	0	0	0	[ 0.00, 0.56)	3.27712234	[   2.628,  17.148)
ENSG00000185860	0.0615029	0.0615029	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	0.0615029	[   0.000,   0.362)
ENSG00000185888	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000185946	11.311729	11.311729	1	9	1	0	0	1	0	0	[ 0.00, 0.56)	11.311729	[   2.628,  17.148)
ENSG00000185962	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000185966	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186007	0	0	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186056	1.529365	0.134916	1	4	0	1	3.50279940695978	0	0	1	[ 2.62,13.22]	0.8321405	[   0.362,   2.628)
ENSG00000186063	39.518435	39.937784	1	7	1	1	0.0152284704121924	0	1	0	[ 0.00, 0.56)	39.7281095	[  17.148,3265.406]
ENSG00000186086	0.12044087	0.12044087	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	0.12044087	[   0.000,   0.362)
ENSG00000186092	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186094	0.4538515	0.4538515	1	6	1	0	0	1	0	0	[ 0.00, 0.56)	0.4538515	[   0.362,   2.628)
ENSG00000186118	0.0551274	0.0551274	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	0.0551274	[   0.000,   0.362)
ENSG00000186141	7.791198	7.791198	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	7.791198	[   2.628,  17.148)
ENSG00000186150	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186160	0.0691839	0.0691839	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0691839	[   0.000,   0.362)
ENSG00000186197	1.162383	1.162383	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	1.162383	[   0.362,   2.628)
ENSG00000186205	11.318023	11.318023	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	11.318023	[   2.628,  17.148)
ENSG00000186207	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186226	0.637939	0.3547529	1	2	1	1	0.846604001529252	0	1	0	[ 0.56, 1.54)	0.49634595	[   0.362,   2.628)
ENSG00000186275	49.7645158795	49.5109910795	1	10	1	1	0.00736858018710222	0	1	0	[ 0.00, 0.56)	49.6377534795	[  17.148,3265.406]
ENSG00000186283	27.439365	27.439365	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	27.439365	[  17.148,3265.406]
ENSG00000186301	1.151227	1.151227	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	1.151227	[   0.362,   2.628)
ENSG00000186306	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186364	0.022581300707839	0.022581300707839	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	0.022581300707839	[   0.000,   0.362)
ENSG00000186377	0.955728	5.27493	1	3	0	1	2.46447995791352	0	1	0	[ 1.54, 2.62)	3.115329	[   2.628,  17.148)
ENSG00000186400	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186409	1.4593529	2.0750564	1	16	1	1	0.507821752171452	0	1	0	[ 0.00, 0.56)	1.76720465	[   0.362,   2.628)
ENSG00000186440	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186501	21.840799	21.840799	1	9	1	0	0	1	0	0	[ 0.00, 0.56)	21.840799	[  17.148,3265.406]
ENSG00000186510	0.21873742	0.21873742	0	8	0	0	0	0	0	0	[ 0.00, 0.56)	0.21873742	[   0.000,   0.362)
ENSG00000186517	20.1773838	20.1773838	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	20.1773838	[  17.148,3265.406]
ENSG00000186543	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186564	2.3571	0.140266	1	1	0	1	4.07077571415365	0	0	1	[ 2.62,13.22]	1.248683	[   0.362,   2.628)
ENSG00000186603	10.2013	10.2013	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	10.2013	[   2.628,  17.148)
ENSG00000186715	1.5258241	1.5258241	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	1.5258241	[   0.362,   2.628)
ENSG00000186790	0.118167	1.587464	1	1	0	1	3.7478247737677	0	0	1	[ 2.62,13.22]	0.8528155	[   0.362,   2.628)
ENSG00000186827	4.990505	4.990505	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	4.990505	[   2.628,  17.148)
ENSG00000186844	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000186891	9.779957	9.779957	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	9.779957	[   2.628,  17.148)
ENSG00000186973	0.4231862	0.4231862	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	0.4231862	[   0.362,   2.628)
ENSG00000187010	0.490927	0.490927	0	9	0	0	0	0	0	0	[ 0.00, 0.56)	0.490927	[   0.362,   2.628)
ENSG00000187017	18.121277	18.121277	1	10	1	0	0	1	0	0	[ 0.00, 0.56)	18.121277	[  17.148,3265.406]
ENSG00000187048	0.0168552	0.0168552	0	10	0	0	0	0	0	0	[ 0.00, 0.56)	0.0168552	[   0.000,   0.362)
ENSG00000187080	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187140	0.789308	0.789308	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.789308	[   0.362,   2.628)
ENSG00000187144	0.159976	0.660405	1	5	0	1	2.04549555847321	0	0	1	[ 1.54, 2.62)	0.4101905	[   0.362,   2.628)
ENSG00000187145	29.563823	33.49563	1	2	1	1	0.180140045533217	0	1	0	[ 0.00, 0.56)	31.5297265	[  17.148,3265.406]
ENSG00000187147	57.5980047	57.5980047	0	19	0	0	0	0	0	0	[ 0.00, 0.56)	57.5980047	[  17.148,3265.406]
ENSG00000187170	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187173	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187180	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187223	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187238	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187481	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187513	5.59157	5.59157	1	2	1	0	0	1	0	0	[ 0.00, 0.56)	5.59157	[   2.628,  17.148)
ENSG00000187545	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187554	5.231516	5.231516	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	5.231516	[   2.628,  17.148)
ENSG00000187583	1.057996	1.057996	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	1.057996	[   0.362,   2.628)
ENSG00000187608	56.395	8.988526	1	1	0	1	2.6494108012143	0	0	1	[ 2.62,13.22]	32.691763	[  17.148,3265.406]
ENSG00000187634	3.884887	3.884887	0	9	0	0	0	0	0	0	[ 0.00, 0.56)	3.884887	[   2.628,  17.148)
ENSG00000187642	0.331535	0.331535	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.331535	[   0.000,   0.362)
ENSG00000187701	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187730	0.429262	0.429262	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.429262	[   0.362,   2.628)
ENSG00000187733	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187800	3.45499	3.45499	1	7	1	0	0	1	0	0	[ 0.00, 0.56)	3.45499	[   2.628,  17.148)
ENSG00000187801	1.722865	0.262552	1	4	0	1	2.71413456890191	0	0	1	[ 2.62,13.22]	0.9927085	[   0.362,   2.628)
ENSG00000187815	2.28237	2.28237	1	3	1	0	0	1	0	0	[ 0.00, 0.56)	2.28237	[   0.362,   2.628)
ENSG00000187862	0.2958018	0.2958018	0	7	0	0	0	0	0	0	[ 0.00, 0.56)	0.2958018	[   0.000,   0.362)
ENSG00000187889	1.6935595	1.6935595	0	5	0	0	0	0	0	0	[ 0.00, 0.56)	1.6935595	[   0.362,   2.628)
ENSG00000187942	2.33318	2.33318	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	2.33318	[   0.362,   2.628)
ENSG00000187952	0	0	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000187961	3.168095	3.168095	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	3.168095	[   2.628,  17.148)
ENSG00000187980	0.0436842	0.0436842	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0.0436842	[   0.000,   0.362)
ENSG00000188004	0.828383	0.408833	1	2	0	1	1.01878629521548	0	0	1	[ 0.56, 1.54)	0.618608	[   0.362,   2.628)
ENSG00000188015	3.22339	3.22339	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	3.22339	[   2.628,  17.148)
ENSG00000188060	3.95162	13.85079	1	2	1	1	1.80945214014757	0	1	0	[ 1.54, 2.62)	8.901205	[   2.628,  17.148)
ENSG00000188092	3.771547800399	3.771547800399	1	8	1	0	0	1	0	0	[ 0.00, 0.56)	3.771547800399	[   2.628,  17.148)
ENSG00000188157	29.9645011	9.14109	1	9	0	1	1.71281624346362	0	0	1	[ 1.54, 2.62)	19.55279555	[  17.148,3265.406]
ENSG00000188206	8.06145	18.2382725	1	3	0	1	1.1778578237725	0	0	1	[ 0.56, 1.54)	13.14986125	[   2.628,  17.148)
ENSG00000188257	323.102772	303.074592	1	7	1	1	0.0923202179064432	0	1	0	[ 0.00, 0.56)	313.088682	[  17.148,3265.406]
ENSG00000188290	5.292183	5.292183	0	4	0	0	0	0	0	0	[ 0.00, 0.56)	5.292183	[   2.628,  17.148)
ENSG00000188295	3.3312082	242.05457	1	6	0	1	6.18314299732269	0	0	1	[ 2.62,13.22]	122.6928891	[  17.148,3265.406]
ENSG00000188340	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000188396	0.266963	0.266963	0	2	0	0	0	1	0	0	[ 0.00, 0.56)	0.266963	[   0.000,   0.362)
ENSG00000188404	12.858028	13.287393	1	6	1	1	0.0473886766419374	0	1	0	[ 0.00, 0.56)	13.0727105	[   2.628,  17.148)
ENSG00000188460	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000188529	41.1637137	38.2674987	1	16	1	1	0.105253540484691	0	1	0	[ 0.00, 0.56)	39.7156062	[  17.148,3265.406]
ENSG00000188558	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000188585	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000188610	0.7069529	0.423846	1	7	1	1	0.738073928304905	0	1	0	[ 0.56, 1.54)	0.56539945	[   0.362,   2.628)
ENSG00000188641	15.8427005	15.8427005	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	15.8427005	[   2.628,  17.148)
ENSG00000188643	92.701304	92.701304	1	5	1	0	0	1	0	0	[ 0.00, 0.56)	92.701304	[  17.148,3265.406]
ENSG00000188672	0.295595	0.295595	0	14	0	0	0	0	0	0	[ 0.00, 0.56)	0.295595	[   0.000,   0.362)
ENSG00000188739	36.754462	36.754462	1	11	1	0	0	1	0	0	[ 0.00, 0.56)	36.754462	[  17.148,3265.406]
ENSG00000188740	0.109078	0.109078	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0.109078	[   0.000,   0.362)
ENSG00000188761	36.756177	36.756177	0	6	0	0	0	0	0	0	[ 0.00, 0.56)	36.756177	[  17.148,3265.406]
ENSG00000188770	0.0876827	0.0876827	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	0.0876827	[   0.000,   0.362)
ENSG00000188782	0	0	0	3	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000188783	6.4734	6.4734	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	6.4734	[   2.628,  17.148)
ENSG00000188784	0	0	0	1	0	0	0	0	0	0	[ 0.00, 0.56)	0	[   0.000,   0.362)
ENSG00000188786	6.47945	6.47945	0	2	0	0	0	0	0	0	[ 0.00, 0.56)	6.47945	[   2.628,  17.148)
